Id	Sentence	Expert Judgement	Crowd Flower Judgements	Average	Dataset
1307	They won't become confused of what they will work.	2	[3, 1, 3, 2, 3]	2.3333333333333335	train
1308	and legeend is just legend but they think copper are existed in river.	2	[2, 2, 3, 3, 2]	2.3333333333333335	train
1309	They feel that the nature has to be protected.	4	[3, 4, 3, 4, 3]	3.5	train
1310	However, consumers can actually learn not only the good side of the product but the bad side of the product also.	4	[3, 3, 3, 3, 4]	3.3333333333333335	train
1311	In the commercials they are all good.	4	[3, 4, 3, 4, 4]	3.6666666666666665	test
1312	In addition to that, the students who understand ideas and concepts will be able to form their own opinions about other matters in life later on.	4	[3, 4, 2, 3, 4]	3.3333333333333335	train
1313	"alternative Reading passege emphesize about alternative to priscibing burning by giving some turm like"" disking "" in this fire clear out dry and dead shrub and stimulate the growth of new plant life ."	2	[1, 2, 4, 2, 2]	2.1666666666666665	test
1314	Finally , zebra mussels are likely to cause a decline in the overall fish population in habitats where they become dominant .	4	[4, 4, 3, 3, 3]	3.5	dev
1315	I agree with that concept to take the risk and go for the new field.	4	[3, 3, 3, 4, 4]	3.5	dev
1316	Another reason is that the price of petrol will increas a lot so it will be very difficult to by it.	3	[2, 3, 3, 3, 3]	2.8333333333333335	train
1317	One of them is about the risk and the challenge of doing something new.	4	[3, 3, 4, 4, 3]	3.5	train
1318	It is ironical but people's image of politician are not so good - tricky, dirty, and so on.	3	[4, 3, 4, 3, 4]	3.5	train
1319	This saved valuable time, one can invest in more important activity.	3	[3, 3, 3, 2, 2]	2.6666666666666665	test
1320	Lets never forget that now in th business companies they seek for those who can improve and creat , the only person in our time today who can improve and can creat many industrial stuff is the one who has studied based on conclusions with the understanding of the ideas or concepts because he can improve the concepts and creat a new world of science .	3	[2, 3, 3, 3, 3]	2.8333333333333335	train
1321	But, even if this student passes the course, he/she will not be a succesfull lawyer in the future about contracts.	3	[3, 3, 4, 3, 3]	3.1666666666666665	test
1322	Of course, there will be ups and downs in their economic growth.	4	[3, 4, 3, 4, 4]	3.6666666666666665	train
1323	The size of the treasure written is too large.	4	[4, 4, 4, 2, 3]	3.5	dev
1324	In other words, the verity of these towns would give some changes that might use to encurge people who are interested in old things.	3	[2, 4, 3, 2, 2]	2.6666666666666665	test
1325	I went to school early and back home late because I had to practice morning and evening.	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
1326	If too much fluorine are added to public water, bone-fluck may be caused.	3	[3, 3, 3, 3, 3]	3.0	train
1327	In addition, it is different in each how much they stress to the one place.	3	[3, 3, 3, 2, 3]	2.8333333333333335	train
1328	Second,	0	[]	0.0	none
1329	Also, we can not save them to hall the live.	1	[1, 2, 2, 2, 1]	1.5	train
1330	However, there weren't any particles.	4	[4, 4, 4, 3, 4]	3.8333333333333335	test
1331	That shows that few animals could sustain and active in this harsh and cold environment.	2	[3, 3, 4, 3, 3]	3.0	test
1332	For example, Mac Donalds' burgers are often cited in advertisements as the best burgers in the world.	4	[4, 3, 3, 3, 4]	3.5	train
1333	So it is very strange that why the poeple were able to live without enough water for 50 years, and then moved because they didn't have enough water.	3	[2, 2, 4, 2, 4]	2.8333333333333335	dev
1334	The way I see it is that, the only thing that guides do is limit you, and even more when your in a group.	3	[3, 4, 3, 2, 3]	3.0	test
1335	The facts weren't as important as the context.	4	[3, 4, 4, 3, 4]	3.6666666666666665	test
1336	If they really interested in these courses, it's all right.	3	[4, 3, 3, 3, 3]	3.1666666666666665	dev
1337	Young people are very active where as older or not.	3	[3, 3, 3, 3, 3]	3.0	train
1338	These ideas and concepts usually contain academic research which are totally reliable and dependent on the facts.	3	[3, 3, 3, 3, 4]	3.1666666666666665	test
1339	For example, i always must assistant for my diercetor.	3	[2, 3, 2, 3, 3]	2.6666666666666665	train
1340	I have been recognized for my committment, and now I work as General Manager for the company.	4	[2, 4, 4, 4, 4]	3.6666666666666665	train
1341	Therefore it is possible to believe that explosion of Tunguska was the explosion of asteroid.	3	[4, 3, 3, 3, 3]	3.1666666666666665	dev
1342	I can see from the traffic jams that there is no place for cars to expand.	3	[3, 3, 3, 4, 3]	3.1666666666666665	train
1343	Thus, take a travel is a time of ourslves.	2	[1, 3, 2, 3, 3]	2.3333333333333335	train
1344	I have to follow the whole schedule the guide gives and have to consider the others who are traveling with me.	4	[3, 3, 4, 3, 3]	3.3333333333333335	train
1345	The instrutor mention that people can find some evidence around the Tunguska, if there are really happen a gas explosion, such as lake near around.	2	[2, 2, 2, 2, 2]	2.0	train
1346	When people work, the knowledge is always helpful than ideas.	3	[3, 3, 3, 2, 3]	2.8333333333333335	train
1347	In the passage, it is said that only endotherm animals can maintain their temperature in such cold climates.	4	[4, 3, 4, 4, 4]	3.8333333333333335	dev
1348	On the other hand, older people have to worry about what they eat as they do not usually carry out much physical activity, as they spend most of their time working and thus not giving the body a chance to burn out all that fat and colestrol.	4	[3, 3, 3, 4, 4]	3.5	train
1349	From this professor agreed some ideas and dis agreed some ideas.	2	[3, 3, 3, 3, 2]	2.6666666666666665	test
1350	They earn as well as enjoy the life.	3	[3, 3, 3, 3, 3]	3.0	train
1351	Thinking of their old ages, young people are try to make a better society for everybody.	3	[4, 4, 3, 4, 3]	3.5	dev
1352	But, I went to Juju island more than three times.	4	[4, 4, 3, 3, 3]	3.5	test
1353	if someone is n't know eating is very important for growth bons and brian or general for body it is fact but idease eating is just useful.	1	[1, 1, 2, 1, 1]	1.1666666666666667	dev
1354	So, it will be difficult to find out.	4	[3, 3, 3, 4, 4]	3.5	train
1355	i would have a variety of answers subjective to every person field of interest.	3	[4, 3, 3, 3, 3]	3.1666666666666665	test
1356	The second one is to specialize in one specific subject , one has his own tast in studing , so let us talk about this subject	3	[4, 3, 4, 3, 2]	3.1666666666666665	test
1357	So this shows the demand from the people for new cars with latest technologies.	3	[3, 3, 3, 4, 4]	3.3333333333333335	train
1358	For example, now the earth have some problems to warm atomother.	1	[3, 3, 3, 2, 3]	2.5	train
1359	Advertising can be used badly not only by corporations but also by governments, as for exemple the nazi regime.	4	[3, 3, 3, 2, 3]	3.0	dev
1360	That is why I believe that having indepth or specialized knowledge of specific subject is very essential.	3	[4, 4, 4, 3, 3]	3.5	train
1361	I think that the car, twenty years from now will use electric fuel not gasoline.	4	[3, 3, 4, 4, 3]	3.5	test
1362	They don't have a lot life experience , so they can't analize some situation and problems .	3	[3, 3, 3, 3, 3]	3.0	train
1363	He's the one who can give the different specialities the possibility to shine.	4	[4, 3, 4, 4, 4]	3.8333333333333335	dev
1364	We see huge amount of advertisments during day.	3	[3, 3, 4, 3, 3]	3.1666666666666665	train
1365	Our memory works best when we put to practice concepts and understand their functions and structures.	4	[4, 4, 3, 3, 4]	3.6666666666666665	train
1366	I will go to Canada for 1year.	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
1367	Last but not least it will help them to pass in the school , in the unevercety and in the life .	3	[3, 3, 1, 2, 2]	2.3333333333333335	train
1368	We might not abtain such new materials and progresses in our life.	3	[3, 2, 3, 3, 3]	2.8333333333333335	train
1369	But generally, moments of happiness in life cannot really be compared because they are different.	4	[3, 4, 3, 4, 4]	3.6666666666666665	dev
1370	it is more imporants to unberstand ideal and concepts than it is for them to learn facts yes , i agree with my point , without understand of concepts there is no way you can answer the question.	0	[]	0.0	none
1371	Such peole impressed other people through their strong well and divoution to duty.	3	[3, 3, 3, 3, 3]	3.0	dev
1372	After this effort, many companies in the world startet actions to get this ecocertify.	3	[4, 3, 2, 3, 2]	2.8333333333333335	test
1373	Besides, smoke emitting from cars and the noise coming the car engines damage environment and the the health of people.	2	[4, 2, 2, 2, 4]	2.6666666666666665	dev
1374	Students can't get knowledgeable from facts.	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
1375	is it right ?	4	[4, 3, 3, 4, 4]	3.6666666666666665	test
1376	The policy is too stubbon.	4	[4, 4, 3, 4, 3]	3.6666666666666665	train
1377	We teached manager important things and fun of working.	3	[3, 3, 3, 4, 3]	3.1666666666666665	train
1378	People doesn't know what covers 10years warranty.	3	[3, 3, 4, 4, 3]	3.3333333333333335	train
1379	My very first example would be my parents of course.	4	[2, 4, 3, 3, 4]	3.3333333333333335	train
1380	Any user who has used any toothpaste definelty knows that this can never be true.	4	[3, 3, 3, 3, 4]	3.3333333333333335	test
1381	After the contruction in 1908 of the first commercial car the ford T, man -kind has been subdued to the use of the car.	4	[3, 2, 3, 3, 3]	3.0	test
1382	The mainly reasons are such as following .	3	[3, 2, 3, 2, 3]	2.6666666666666665	dev
1383	Everybody loves him and he does the same.	4	[3, 3, 3, 3, 4]	3.3333333333333335	test
1384	Successful people had gone through lots of hardship.	4	[4, 3, 3, 4, 4]	3.6666666666666665	test
1385	Young people are swift and more agile when compared to old.	3	[3, 3, 4, 4, 4]	3.5	train
1386	In my oppinion, design is the most important things about car.	3	[3, 3, 2, 3, 3]	2.8333333333333335	train
1387	It will tuch more people but , not as intensively as a classic court.	4	[3, 3, 1, 3, 3]	2.8333333333333335	train
1388	very hard.	0	[]	0.0	none
1389	Students can easily remember the facts that they are interested in and don't forget easily in their lifetime.	4	[4, 4, 4, 2, 3]	3.5	train
1390	Younger people are still trying to obtain experince although, olde have it already.	3	[2, 3, 3, 4, 3]	3.0	test
1391	hence ideas and concepts are more reliable than the facts.	4	[4, 4, 3, 3, 3]	3.5	test
1392	Wonderful!!	0	[]	0.0	none
1393	By speculating the method, we might find better solution, or futher fact.	3	[4, 4, 3, 3, 3]	3.3333333333333335	train
1394	It has come to be one of the effective measures manufatures use in selling their products.	3	[3, 3, 3, 3, 4]	3.1666666666666665	dev
1395	This has to do with the signs of our nature that we encounter nowadays.	4	[3, 3, 4, 4, 4]	3.6666666666666665	test
1396	However, when I went to Canada by my self, I did many things that I wanted, so it was very exciting.	4	[3, 3, 4, 3, 2]	3.1666666666666665	dev
1397	In follow, I will explain why I agree with the staemen of taking risk is good.	2	[3, 3, 3, 3, 3]	2.8333333333333335	train
1398	leader has a leadership.	3	[3, 4, 2, 3, 3]	3.0	train
1399	They will put me in good mood as soon as they start talk, so I can make myself togher out of bad situations.	2	[2, 2, 2, 3, 3]	2.3333333333333335	train
1400	For example, drivers might memorize where the speed camera is located.	4	[4, 4, 4, 4, 3]	3.8333333333333335	test
1401	and into the ocean water.	0	[]	0.0	none
1402	Rich people often have quite a number of cars, in which they take extreme pride in.	3	[4, 3, 3, 3, 3]	3.1666666666666665	train
1403	It is not an easy task for old people to see young people sort of spending their time on useless things, in their opinion.	4	[4, 3, 3, 4, 3]	3.5	dev
1404	Sometimes their teachers only teach about the facts, which are easier to memorize.	3	[4, 4, 3, 4, 4]	3.6666666666666665	dev
1405	For example, if you visit the ruins in Rome, without a tour guide you don't realize the importance and the history behind these ruins.	4	[3, 3, 4, 4, 3]	3.5	dev
1406	And the lecture means the chimps show some capacty for grammar can not the ability to combine symbols.	2	[3, 3, 3, 2, 2]	2.5	train
1407	That makes an advertisement susceptible to lawsuits: An angry consumer who thinks that a certain ad has mislead her can sue the advertising company.	4	[2, 3, 4, 3, 4]	3.3333333333333335	train
1408	So that they have to pay more attention to their health rather than to enjoy arts.	3	[4, 4, 4, 4, 3]	3.6666666666666665	dev
1409	So he is not having sufficient time to spend with the communities .	3	[4, 4, 3, 3, 2]	3.1666666666666665	train
1410	Why do we like this?	4	[4, 4, 4, 4, 4]	4.0	dev
1411	The people who want to do all of the work a man who can be a successful people in the future.	1	[3, 2, 3, 2, 1]	2.0	train
1412	I have two colleauges to support me for two projects.	4	[3, 3, 3, 4, 4]	3.5	train
1413	It is main reason.	3	[3, 3, 3, 3, 3]	3.0	train
1414	That is one of biggest problem not only in the US but in the world.	3	[4, 3, 4, 4, 3]	3.5	train
1415	Take toys for example, advertisments that target children in particular are the best example of the way advertisements create a false image of the product.	4	[3, 3, 4, 3, 3]	3.3333333333333335	test
1416	my money is empty.	3	[3, 3, 3, 3, 2]	2.8333333333333335	train
1417	However, she was wrong.	4	[3, 4, 4, 3, 4]	3.6666666666666665	dev
1418	The cars were our answer to the needs to transportation sixty years ago, and they will continue to be twenty more years from now.	3	[4, 4, 3, 3, 3]	3.3333333333333335	test
1419	In short , it is cheaper and they don't need to worry about the time.	4	[4, 4, 4, 4, 3]	3.8333333333333335	train
1420	It results into the heavy traffic seen on the roads.	3	[3, 3, 3, 4, 4]	3.3333333333333335	train
1421	To work hard means to run the company.	4	[4, 3, 4, 3, 4]	3.6666666666666665	dev
1422	Young people study hard to enter more prestigious universities.	4	[4, 4, 4, 3, 4]	3.8333333333333335	train
1423	Is the reason to coming to earth and the reason to the express.	1	[3, 3, 3, 3, 3]	2.6666666666666665	train
1424	They need the cars fore many things sathsh as trasportation , inter tanmant and bisnes.	3	[3, 2, 2, 2, 1]	2.1666666666666665	test
1425	Because of the requirement of men going to army, men have to sacrifise their preciouse time of youth.	3	[3, 3, 2, 2, 2]	2.5	test
1426	If scientist will do something different like if he/she can modify the form of carbohydarte like gelatinized and nongelatinized carbohydrate then incorporated in fish feed then fish may be utilize more than previous then if fish utilize more then chances of growth will be more then it may be appreciated by everyone.	2	[3, 3, 3, 3, 3]	2.8333333333333335	test
1427	if your answer is yes, that is good.	4	[4, 3, 4, 4, 4]	3.8333333333333335	dev
1428	While turned out reaults from both experiences are same, the method and the time that brings a result is not same.	3	[3, 3, 2, 3, 4]	3.0	test
1429	zebra is not used to predator so they are dominated their habitats by predator.	2	[3, 2, 3, 2, 2]	2.3333333333333335	train
1430	Because you do not need to be a hero in order to try new things, you just need to want it and know that any result will be a succes in things that you want or in learning.	4	[3, 3, 3, 2, 3]	3.0	test
1431	In short, They don't make strong idenity ego already.	2	[3, 3, 3, 3, 2]	2.6666666666666665	train
1432	For example if the old person doesnot hear properly then young ones right from the day of their cihildhood think of inventing something that can help the older people hear more properly.	4	[2, 2, 2, 2, 3]	2.5	dev
1433	Right from the age of 5-6 years the children are busy with there curriculum.	3	[3, 4, 4, 3, 3]	3.3333333333333335	dev
1434	Sometimes, if you see human's bad behavior, you can say this behavior looks like animals.	3	[3, 3, 3, 2, 3]	2.8333333333333335	train
1435	But she said that I have to memorize the principle og triangles.	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
1436	Finally, i think without many subject can n't work and stay in this world.	2	[2, 3, 3, 3, 3]	2.6666666666666665	train
1437	Recently, due to the terrorist bombings in Mumbai, there was a sudden high requirement of blood.	3	[3, 3, 3, 4, 3]	3.1666666666666665	train
1438	If we take example of student, so, every student have lots of works from their colleges, they have to make project on different subjects in a time limit given them, also they have a lots of examination.	3	[3, 3, 3, 3, 3]	3.0	train
1439	we use cars and forget walking and physical exercises to refresh my body , burn extra fats, and eliminate diseases like diabetes and hypertenion, but nowadys we need to use cars In the future we can innvent another thing rather than cars.	3	[2, 2, 3, 2, 3]	2.5	train
1440	So The Unites States best in world.	3	[3, 3, 3, 3, 3]	3.0	train
1441	Slightly twisting the message delivered by the classic chicken-and-the-egg matter, we can conclude that as long as we have fuel, we have cars.	4	[4, 2, 4, 3, 4]	3.5	train
1442	In my oppinion the successful person is the person who try new things.	3	[2, 3, 3, 4, 3]	3.0	train
1443	They have to consider the negative side of their suggestion.	4	[4, 4, 4, 3, 4]	3.8333333333333335	test
1444	Anybody could enjoy life.	4	[4, 4, 4, 4, 3]	3.8333333333333335	train
1445	One of them, the world maight be safer than before if they cooperate togother.	3	[3, 2, 3, 2, 3]	2.6666666666666665	train
1446	In a such situaction there is no other way.	3	[4, 3, 3, 3, 2]	3.0	test
1447	ISuccessful is most imp.	0	[]	0.0	none
1448	People say that bicycles should be used for running errands near to the house.	4	[4, 3, 4, 4, 3]	3.6666666666666665	train
1449	however, I firmly believe that traveling with guider is quiet beneficial because of it's posibillity to travel many places in a short time and safetiness.	2	[3, 2, 3, 2, 3]	2.5	dev
1450	I think that the more common way of being successful is to do what you know how to do well.	4	[3, 4, 4, 3, 4]	3.6666666666666665	train
1451	In the reach family all the components have a cars.	3	[2, 2, 2, 2, 3]	2.3333333333333335	test
1452	Inherently, people try to escape to easiest way to live, but if students do no their brain when they are young, the brains deteriorate soon even if they are young.	2	[2, 2, 2, 4, 4]	2.6666666666666665	train
1453	I held the map and tried to find all the famous points that had marked on it.	3	[3, 4, 3, 3, 4]	3.3333333333333335	test
1454	i have studed for just examination wayse studed .	2	[1, 2, 2, 3, 3]	2.1666666666666665	dev
1455	The streets in main cities are usually jammed around rush hour which will definitely provoke specialists to find alternatives to cars.	4	[4, 4, 3, 3, 3]	3.5	train
1456	Even the magnitides on Mars are no evidence of life on Mars.	4	[2, 3, 4, 3, 3]	3.1666666666666665	test
1457	So you must think and making the decision for themselve in order show your ability.	3	[2, 3, 2, 2, 3]	2.5	train
1458	For example, When I traveled France and Italy alone, I met a person in NIce who was a famous producer of the song in Taiwan.	3	[2, 3, 3, 3, 3]	2.8333333333333335	test
1459	It is unlikable for teacher.	2	[3, 3, 2, 3, 3]	2.6666666666666665	train
1460	Many time the mass media do not use appropriate words to descrive the tesis and the people can not anderstend exactly.	3	[3, 3, 3, 2, 2]	2.6666666666666665	train
1461	We will feel confusion and we won't see matters clear.	3	[3, 4, 3, 3, 3]	3.1666666666666665	dev
1462	Thus , I think when we understand ideas and concept will be leaving the main effects and influence because it combine with our opinions and beleives.	2	[2, 1, 3, 3, 2]	2.1666666666666665	dev
1463	so for reaching a perticular goal one has to agree the facts that hard works is important in life .	2	[3, 3, 3, 3, 3]	2.8333333333333335	train
1464	thus car help them in fulfilling these desires, as they just need to replete the cars tank and start their journey for weekend.	3	[3, 2, 2, 3, 2]	2.5	train
1465	Finding oil and petrol and digging for it is a very expensive procedure.	4	[3, 4, 3, 4, 4]	3.6666666666666665	test
1466	I'm a graduate student and I require to study textbook but just to understand the subject area.	3	[3, 3, 3, 2, 1]	2.5	train
1467	Also he says that the Chinese ships arrived the Californian coast in 1800, for this reason they came from this time.	3	[3, 3, 3, 4, 3]	3.1666666666666665	train
1468	Is it merely understanding the idea behind that concept?	4	[4, 4, 4, 4, 3]	3.8333333333333335	dev
1469	Making exercitation students can learn how to proceed in a correct way and making wrong operation they will be able to understand the concepts and don-t make the same errors or mistakes in the future.	2	[3, 3, 3, 2, 4]	2.8333333333333335	dev
1470	Older people cannot afford these risks.	4	[3, 3, 4, 4, 4]	3.6666666666666665	train
1471	Adult content to sent their chirdren to school to contact these different kinds of class.	2	[3, 3, 3, 1, 3]	2.5	dev
1472	what is the world and what are we supposed to do here?	4	[4, 3, 3, 3, 3]	3.3333333333333335	dev
1473	they tend to minimize the pain caused by failure.	4	[2, 4, 3, 3, 3]	3.1666666666666665	train
1474	And, innovations are frequently viewed as beneficial by people.	4	[3, 4, 3, 4, 4]	3.6666666666666665	train
1475	So when we already have poeple volunteering , why should the youngs also be forcibily brought in to it .	3	[3, 3, 2, 3, 3]	2.8333333333333335	train
1476	But Tunguska do not have it.	3	[3, 3, 1, 2, 3]	2.5	train
1477	2) how it is better than the other compititive product in the market.	4	[2, 3, 4, 2, 3]	3.0	train
1478	That's will be so boring.	3	[3, 3, 3, 3, 3]	3.0	train
1479	Some people think that they hardly experience such as my trip.	2	[3, 3, 3, 2, 3]	2.6666666666666665	train
1480	This priedo not enough to evaluate the student.	1	[3, 3, 2, 3, 1]	2.1666666666666665	dev
1481	Secondly, Earth ground had heat.	3	[3, 3, 3, 3, 3]	3.0	dev
1482	in the undergraduate level.	0	[]	0.0	none
1483	Therefore they could not get informations about their needs rather than now, we can find out what we are want and get alot of informations about our interests.	2	[2, 3, 1, 2, 1]	1.8333333333333333	dev
1484	A bateery is placed in the car which runs the car without petrol.	4	[4, 3, 3, 3, 3]	3.3333333333333335	train
1485	I hope those things I learned will help me in the future.	4	[4, 4, 3, 4, 4]	3.8333333333333335	test
1486	Bbut sometimes people make decisions with risks with no reason, and they put in danger people who is not in.	2	[3, 3, 3, 2, 3]	2.6666666666666665	train
1487	They have all opportunities like young people plus experience.	4	[3, 3, 3, 3, 2]	3.0	train
1488	First of all, because the drivers is going down at speed on highways, the risk of car accidents is becoming down.	3	[3, 3, 3, 4, 2]	3.0	train
1489	That is not what merit-based payment is really about.	4	[4, 4, 4, 4, 3]	3.8333333333333335	dev
1490	Anglo version of Christianity became popular in the northern Europe and still now many people are believing in its doctrines.	3	[4, 4, 3, 3, 4]	3.5	dev
1491	Therefore, the professor completely disagree with the author.	3	[3, 3, 3, 3, 3]	3.0	train
1492	These aims not to provide a relyable of full information about a product or servise, these aims are to show the product from its best side and to convinse a customer to buy it.	2	[1, 2, 3, 1, 2]	1.8333333333333333	train
1493	It was untill I went to the hospital where i could learn deeply what the proffesor meant in the class.	2	[3, 3, 3, 3, 3]	2.8333333333333335	train
1494	The ability to identify opportunity in the market and promote either the product or my new project will by all means be ncessary for proper marketing management approach.	3	[4, 3, 3, 3, 3]	3.1666666666666665	train
1495	for students , they need more knowledge for working , and also they need more knoelegde about their life , they should know what shoule do and what not to do , at their stage , the want know everything , and want to try everything .	3	[2, 2, 2, 3, 3]	2.5	train
1496	for this reasons , the passage said that it is time for state to take measures to reduce the quantity of sulfur dioxide .	3	[3, 3, 4, 3, 2]	3.0	test
1497	S	0	[]	0.0	none
1498	Yes, we may have our share of selfish boors, but let us not judge the entire generation by the acts of a few.	4	[4, 3, 3, 4, 4]	3.6666666666666665	train
1499	The United States is a business country and most of Americans are businessmen.	4	[3, 3, 3, 4, 4]	3.5	train
1500	This will help the tourists to not to think about where to go after the place they are visiting currently.	3	[3, 3, 3, 3, 2]	2.8333333333333335	train
1501	i think there must be many subject better than one subject.	3	[2, 3, 1, 2, 3]	2.3333333333333335	test
1502	Also the animal population got better and they recovered really good after the fire.	3	[3, 2, 3, 3, 4]	3.0	test
1503	This is a strong evidence that shows that dinosaurs aren't endotherms.	3	[4, 3, 3, 3, 3]	3.1666666666666665	train
1504	It provides much wood to the industries.	4	[3, 4, 4, 4, 4]	3.8333333333333335	test
1505	Yet, to emphasize again, specialization does not mean being ignorant in other areas of subjects.	3	[4, 2, 4, 3, 4]	3.3333333333333335	train
1506	Personally, more often than not, I can get someting about one subject when I study another subject.	4	[4, 3, 3, 4, 3]	3.5	train
1507	Before selecting a product, everybody should read carefully all the information available about it.	3	[2, 2, 4, 4, 4]	3.1666666666666665	dev
1508	The disability of doing the things that desired make olders unhappy.	2	[4, 2, 3, 3, 3]	2.8333333333333335	dev
1509	The speaker argues that it is resulted from the difficulties of the today's literature.	3	[4, 3, 4, 3, 3]	3.3333333333333335	dev
1510	However, I want to go to the U.S.A that I can study and life in my dream's contury, I want to have my famliy that I never not alony .	2	[3, 2, 3, 1, 2]	2.1666666666666665	dev
1511	you image the time , that you are deep in television with loud laugh.	1	[3, 3, 3, 3, 3]	2.6666666666666665	train
1512	Peaple who want to be successful should know what they do and what they will take from them life maybe good things and that graet or bad things and from that shoud learn and understand from this hard life.	2	[3, 3, 2, 3, 2]	2.5	train
1513	People will not be able to meet those prices within twenty years.	4	[3, 4, 4, 4, 3]	3.6666666666666665	train
1514	Ihave been maney countri and isaw sam of contre helping peopel gave for poor famaily many and find jop to helping his famaly .	1	[2, 1, 2, 2, 1]	1.5	train
1515	Consequently, it would not freez when it is thrity two degree or so.	3	[3, 3, 3, 3, 2]	2.8333333333333335	train
1516	Now a days it is all done on computers.	4	[3, 4, 4, 4, 3]	3.6666666666666665	train
1517	so I could say now that it was very important in some years of the study to depend on both learning facts and understanding concepts.	3	[3, 3, 3, 3, 3]	3.0	train
1518	I do not know American teathers so but some Japanese theacher speak just facts in the class hours.	3	[4, 2, 3, 3, 2]	2.8333333333333335	dev
1519	Because of this, I prefer studying concepts and ideas more thad learnig facts.	4	[4, 3, 4, 3, 3]	3.5	dev
1520	SOME LUCE POINTS INWALL .	1	[3, 2, 2, 1, 3]	2.0	test
1521	Second, problem of gas of cars will be reduced by people. a gas of cars are not remaining in the future forever.	0	[]	0.0	none
1522	A product needs to have advertisement so it gets to known around a place and it gets its population so everyone will like a piece of it.	2	[3, 1, 3, 2, 3]	2.3333333333333335	dev
1523	Most scientists say these bass play a much more significant role in the decrease of the menhaden population.	4	[3, 3, 4, 4, 4]	3.6666666666666665	dev
1524	The gas from cars will destroy the environment of the earth and it will heat earth up .	4	[4, 3, 3, 3, 3]	3.3333333333333335	test
1525	etc .	0	[]	0.0	none
1526	For example, disking also meets the same need.	4	[4, 4, 3, 3, 3]	3.5	train
1527	When someone have more than one academic subject it would be more amazing, interresting, positive, great, and helpfull.	3	[2, 1, 3, 3, 3]	2.5	dev
1528	One of the most offered service is the personal tour guide, that is usually hired by groups that arrive to places such a Cuzco or Cajamarca.	3	[3, 4, 4, 4, 3]	3.5	train
1529	Therfor, I think it will be more cars than today.	3	[3, 3, 3, 2, 3]	2.8333333333333335	dev
1530	because we are watching movie earn something.	1	[3, 2, 3, 3, 3]	2.5	dev
1531	in writting we are nearly unable to show the felings of people , but in the action on TV we can understand well than book.	3	[3, 2, 2, 3, 3]	2.6666666666666665	test
1532	One of the laws may to minimaze uses of cars.	3	[2, 1, 3, 3, 2]	2.3333333333333335	train
1533	Another one would guess there will be afew cars in future couse of the acts may take to prevent environmentel polution or to protect OZONE and stuff.	3	[3, 2, 2, 2, 4]	2.6666666666666665	train
1534	but now every thing is change, the life becom more dificullty .	3	[3, 3, 3, 3, 2]	2.8333333333333335	dev
1535	These kind of fish can't live so long in water that contain salt.	3	[3, 3, 4, 3, 4]	3.3333333333333335	test
1536	That is a totally lie.	3	[3, 3, 3, 3, 3]	3.0	train
1537	Every body no that the trueth today is a compitition maket in each and every field we are faceing compitition, for example if you are choosing you carree in software field than you have to master on that subject, than you can easily get a job.	2	[2, 3, 1, 3, 2]	2.1666666666666665	test
1538	The speed of car can't win the speed of a jet.	3	[3, 4, 2, 3, 4]	3.1666666666666665	train
1539	It was very big change in my life.	3	[3, 3, 3, 2, 4]	3.0	train
1540	Because you share only a single interest, thus making you a loner.	4	[3, 4, 3, 4, 3]	3.5	test
1541	Lots of people watch the advertisements in the house through TV or computer.	4	[3, 3, 2, 3, 3]	3.0	train
1542	Changed nature have dangerous possibility.	3	[1, 3, 3, 1, 3]	2.3333333333333335	train
1543	They should understand what the ideas and concepts they study mean in the practice, how they can be used and have already been used.	3	[3, 2, 4, 3, 4]	3.1666666666666665	dev
1544	I felt i can be more productive, more effecient, and will enjoy more life.	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
1545	so many people face the lung cancer, etc.	3	[3, 2, 3, 3, 3]	2.8333333333333335	train
1546	In addition, students want to learn the language and they want to use it, so when they understand the concepts and the ideas it will help them to learn the language.	4	[3, 4, 4, 4, 4]	3.8333333333333335	test
1547	Therefore, understanding makes the amount of momerizing.	2	[3, 2, 1, 1, 3]	2.0	train
1548	In deed, they can be refuced.	3	[3, 3, 3, 3, 3]	3.0	test
1549	Since people will know what are being expected, a sense of trust and reliablity is formed.	3	[3, 4, 3, 4, 4]	3.5	train
1550	And after a period of time, has one specific to become the many academic subjects.	1	[1, 3, 3, 3, 2]	2.1666666666666665	train
1551	And no so many beauty clothes to weard.	0	[]	0.0	none
1552	Today is day to the change in my live.	2	[2, 1, 3, 3, 3]	2.3333333333333335	train
1553	Unfortunately we are individuals and living isolated on the society.	3	[4, 3, 4, 4, 3]	3.5	test
1554	I believe it depends on how fast science and engineering are improving.	4	[4, 3, 4, 4, 4]	3.8333333333333335	train
1555	I was quite lucky to chosen to be the leader of my class during junior high school.	3	[3, 2, 4, 3, 3]	3.0	train
1556	I think that they can be considered ART, only if they aren`t a negative thing for the wall on wich they are.	3	[3, 3, 3, 2, 3]	2.8333333333333335	train
1557	As taxes increase, people distort the market mechanism which determines price by real costs and buyers' free dicisions.	4	[3, 3, 3, 3, 2]	3.0	train
